"","x"
"1",-3.91346434833273
"2",3.78034702538712
"3",0.457327187880608
"4",-3.11310421913271
"5",0.393807320489864
"6",1.89883952984461
"7",-0.911165699697544
"8",0.705834499952745
"9",-0.967188110138095
"10",2.94616248967254
"11",-1.40239594320612
"12",2.12011977724183
"13",0.432901303724034
"14",-0.609926724028602
"15",0.234663171398116
"16",-0.432300427880245
