"","x"
"1",-3.91346435063459
"2",3.78034702741372
"3",0.457327188390112
"4",-3.11310422208451
"5",0.393807320544563
"6",1.89883953115756
"7",-0.911165699684508
"8",0.70583449959467
"9",-0.967188109744875
"10",2.94616249089355
"11",-1.40239594271161
"12",2.12011977862969
"13",0.432901304569554
"14",-0.609926724987258
"15",0.234663171399231
"16",-0.432300429589306
